gene_id,SRR6819014,SRR6819015,SRR6819016,SRR6819017,SRR6819018,SRR6819019,SRR6819020,SRR6819021,SRR6819022,SRR6819023
FUN_026449,0,0,0,0,0,0,0,0,0,0
FUN_027556,0,0,0,0,0,0,0,0,0,0
FUN_003343,0,0,0,0,0,0,0,0,0,0
FUN_001347,0,5,0,0,0,0,0,0,0,0
FUN_002078,0,0,5,9,5,4,3,0,7,2
FUN_002754,0,0,0,0,0,0,0,0,0,0
FUN_003080,0,0,0,0,0,0,0,0,0,0
FUN_003645,0,0,0,0,0,0,0,0,0,0
FUN_004009,0,0,0,0,0,0,0,0,0,0
FUN_003768,0,0,0,0,0,0,0,0,0,0
FUN_004356,0,0,0,0,0,0,0,0,0,0
FUN_002658,0,0,0,0,0,0,0,0,0,0
FUN_004539,0,0,0,0,0,0,0,0,0,0
FUN_003957,0,0,0,1,2,0,2,0,0,0
FUN_004012,0,0,2,0,0,0,0,0,0,0
FUN_030583,0,0,1,0,2,0,0,2,1,2
FUN_004328,0,0,0,0,0,0,0,0,0,0
FUN_004478,0,0,0,0,0,0,0,0,0,0
FUN_004620,0,2,1,2,3,0,3,5,3,1
FUN_002629,0,0,0,0,0,0,0,0,0,0
FUN_000631,0,0,0,0,0,0,0,0,0,0
FUN_002516,0,0,0,0,0,0,0,0,0,0
FUN_002607,0,0,0,0,0,0,0,0,0,0
FUN_002694,0,0,0,0,0,0,0,0,0,0
FUN_003184,0,0,0,0,0,0,0,0,0,0
FUN_003254,0,0,0,0,0,2,0,0,0,0
FUN_004010,0,0,0,0,0,0,0,0,0,0
FUN_001848,0,0,0,0,0,0,0,0,0,0
FUN_003044,0,0,0,0,0,0,0,0,0,0
FUN_003495,0,0,0,0,0,0,0,0,0,0
FUN_004145,0,0,0,0,0,0,0,0,0,0
FUN_004213,0,0,0,0,0,0,0,0,0,0
FUN_001005,0,0,0,0,0,0,0,0,0,0
FUN_008198,0,4,0,0,4,0,0,0,0,0
FUN_018152,0,0,0,0,0,0,0,0,0,0
FUN_019874,0,0,0,4,0,0,4,4,0,6
FUN_020959,0,14,6,0,4,3,0,3,2,11
FUN_021629,0,0,0,0,11,9,5,3,0,14
FUN_021800,0,0,0,0,0,0,0,0,0,0
FUN_022777,0,0,0,0,0,0,0,5,0,0
FUN_023027,0,0,0,0,0,0,0,0,0,0
FUN_023046,0,0,0,0,0,0,0,0,0,0
FUN_023629,0,0,0,0,0,1,2,0,1,0
FUN_024372,0,0,0,0,0,0,0,0,0,0
FUN_024649,0,0,0,0,0,3,0,3,0,0
FUN_026603,0,0,0,2,0,0,0,0,0,0
FUN_027075,0,0,0,0,0,0,0,0,0,0
FUN_027351,0,0,0,0,0,0,0,0,0,0
FUN_003256,0,0,0,0,0,0,0,0,0,0
FUN_004153,0,3,8,4,8,4,1,3,6,7
FUN_004719,0,0,1,0,0,0,5,1,2,1
FUN_001894,0,0,0,0,0,0,0,0,0,0
FUN_003005,0,0,0,0,0,0,0,0,0,0
FUN_003962,0,0,0,0,2,0,1,0,0,0
FUN_004226,0,0,0,0,0,0,0,0,0,0
FUN_004579,0,0,0,0,0,0,0,0,0,0
FUN_003326,0,1,0,0,2,0,0,0,2,0
FUN_003785,0,1,0,0,0,0,0,0,0,0
FUN_004326,0,0,0,0,5,0,0,0,0,0
FUN_004683,0,0,0,0,0,0,0,0,0,0
FUN_004703,0,0,0,0,0,0,0,0,0,0
FUN_001182,0,0,0,0,0,0,0,0,0,0
FUN_001614,0,0,0,0,0,0,0,0,0,0
FUN_002609,0,0,0,0,0,0,0,0,0,0
FUN_002924,0,0,3,0,0,0,0,0,0,0
FUN_004621,0,0,0,0,0,0,0,0,0,1
FUN_004667,0,0,0,0,0,1,0,0,0,0
FUN_003284,0,0,0,0,0,0,0,0,0,0
FUN_004526,0,0,0,0,0,0,0,0,0,0
FUN_000485,0,0,0,0,6,7,0,0,0,0
FUN_003388,0,0,0,0,0,6,4,0,6,0
FUN_004238,0,0,0,0,1,1,1,2,2,0
FUN_023804,0,0,1,0,0,0,0,0,0,0
FUN_023815,0,0,0,0,3,1,0,2,4,2
FUN_023826,0,0,0,0,2,2,0,0,0,0
FUN_023850,0,0,0,0,0,0,0,0,0,0
FUN_023864,0,2,0,0,0,3,1,2,3,0
FUN_025449,0,0,0,0,0,0,0,0,0,0
FUN_000797,0,1,0,0,0,0,0,0,0,1
FUN_001775,0,0,0,5,0,0,0,0,1,0
FUN_002727,0,0,0,0,0,0,0,0,0,0
FUN_002961,0,0,0,0,0,0,0,0,0,0
FUN_004160,0,0,0,0,0,0,0,0,0,0
FUN_004323,0,0,0,0,0,0,0,2,0,0
FUN_001018,0,0,0,0,0,0,0,0,0,0
FUN_003059,0,3,4,1,4,0,3,2,2,2
FUN_003092,0,0,0,0,0,0,0,0,0,0
FUN_003314,0,0,0,0,2,0,0,0,3,0
FUN_000222,0,0,1,0,0,0,0,0,0,0
FUN_003846,0,0,1,0,1,2,0,0,1,0
FUN_002399,0,0,0,0,0,0,0,0,0,0
FUN_002446,0,0,0,0,0,0,0,0,0,0
FUN_003693,0,0,0,0,0,0,0,0,0,0
FUN_003940,0,0,0,0,0,0,0,0,0,0
FUN_003966,0,0,0,0,0,0,0,0,0,0
FUN_001051,0,0,0,0,0,0,0,0,0,0
FUN_009486,0,0,0,0,17,0,164,0,0,13
FUN_009577,0,0,0,0,121,117,30,141,200,240
FUN_010372,0,0,0,0,0,0,0,0,0,0
FUN_010620,0,2,0,2,2,2,2,4,1,4
FUN_011344,0,0,0,0,0,0,4,2,0,1
FUN_023430,0,0,0,3,0,0,0,7,2,1
FUN_025296,0,0,0,0,0,0,0,0,0,0
FUN_026301,0,0,0,0,0,0,0,0,0,0
FUN_026626,0,0,0,3,0,3,0,0,0,2
FUN_028631,0,0,0,0,47,42,92,49,58,55
FUN_029538,0,0,0,0,0,0,0,0,0,0
FUN_029810,0,0,0,0,0,0,0,0,0,0
FUN_005037,0,0,0,0,0,0,0,0,0,0
FUN_005147,0,0,0,0,0,0,0,0,0,0
FUN_005438,0,0,0,0,0,0,0,0,0,0
FUN_005745,0,0,0,0,0,0,0,0,0,0
FUN_021282,0,0,0,0,5,0,0,0,0,8
FUN_021593,0,2,2,2,4,0,0,0,3,3
FUN_022578,0,0,0,0,0,0,0,0,0,0
FUN_030604,0,15,4,0,69,52,92,67,41,53
FUN_030607,0,0,0,0,1385,1710,274,2270,2194,2013
FUN_026886,0,4,7,18,0,0,15,4,9,6
FUN_003852,0,0,0,0,0,0,0,0,0,0
FUN_003457,0,0,0,0,0,0,0,0,0,0
FUN_003366,0,0,0,5,3,0,0,0,0,0
FUN_003499,0,0,0,0,0,0,0,1,1,0
FUN_003650,0,0,3,3,0,0,0,2,0,1
FUN_001204,0,0,0,0,0,2,0,0,0,0
FUN_002915,0,0,0,0,0,0,0,0,0,0
FUN_003055,0,0,0,0,0,0,0,0,0,0
FUN_003116,0,0,0,0,0,0,0,0,0,0
FUN_001953,0,2,0,1,3,0,3,2,1,1
FUN_001464,0,0,0,0,0,0,0,0,0,0
FUN_003514,0,0,0,0,0,0,0,0,0,0
FUN_003655,0,0,0,0,0,0,0,0,0,0
FUN_016066,0,0,0,0,0,0,0,0,0,0
FUN_016097,0,4,0,41,16,13,0,16,5,11
FUN_016141,0,0,0,101,22,0,0,0,0,26
FUN_016293,0,0,0,92,14,0,0,0,0,19
FUN_018217,0,6,0,8,3,5,7,9,3,9
FUN_018279,0,0,0,0,0,0,0,0,0,1
FUN_018312,0,1,3,0,0,0,2,3,0,0
FUN_018436,0,0,0,0,0,0,0,0,0,0
FUN_020856,0,0,2,0,0,2,0,3,0,0
FUN_020890,0,0,0,0,0,0,0,0,0,0
FUN_021044,0,0,5,0,0,0,0,0,0,0
FUN_023384,0,0,0,0,0,0,0,0,0,0
FUN_026354,0,0,0,0,0,0,0,1,2,0
FUN_027203,0,0,0,0,200,755,4775,687,448,642
FUN_003249,0,0,0,0,0,0,0,0,0,0
FUN_003763,0,7,8,6,0,0,0,0,0,0
FUN_000812,0,0,0,0,0,0,0,0,0,0
FUN_000922,0,0,0,0,0,0,0,0,0,0
FUN_001340,0,0,0,0,0,0,8,0,0,0
FUN_000312,0,0,0,0,0,0,0,0,0,0
FUN_000474,0,0,0,0,0,0,0,0,0,0
FUN_000826,0,0,0,0,0,0,0,0,0,0
FUN_000927,0,0,0,0,0,0,0,0,0,0
FUN_001146,0,0,0,0,0,0,0,0,0,0
FUN_001351,0,0,0,0,0,0,0,0,0,0
FUN_001395,0,0,0,0,0,0,0,0,0,0
FUN_001425,0,0,0,0,0,0,0,0,0,0
FUN_001599,0,0,0,0,0,0,0,0,0,0
FUN_001626,0,0,0,0,0,0,0,0,0,0
FUN_001640,0,0,0,0,0,0,0,0,0,0
FUN_001707,0,0,0,0,0,0,0,0,0,0
FUN_001758,0,0,0,0,0,0,0,0,0,0
FUN_001786,0,0,0,0,0,0,0,0,0,0
FUN_001856,0,0,0,0,0,0,0,0,0,0
FUN_001932,0,0,0,0,0,0,0,0,0,0
FUN_002009,0,0,0,0,0,0,0,0,0,0
FUN_002136,0,0,0,0,0,0,0,0,0,0
FUN_002210,0,0,0,0,0,0,0,0,0,0
FUN_002454,0,0,0,0,0,0,0,0,0,0
FUN_002632,0,0,0,0,0,0,0,0,0,0
FUN_002743,0,0,0,0,0,0,0,0,0,0
FUN_002844,0,0,0,0,0,0,0,0,0,0
FUN_002968,0,0,0,0,0,0,0,0,0,0
FUN_003069,0,0,0,0,0,0,0,0,0,0
FUN_003098,0,0,0,0,0,0,0,0,0,0
FUN_003183,0,0,0,0,0,0,0,0,0,0
FUN_003226,0,0,0,0,0,0,0,0,0,0
FUN_003340,0,0,0,0,0,0,0,0,0,0
FUN_003482,0,0,0,0,0,0,0,0,0,0
FUN_003529,0,0,0,0,0,0,0,0,0,0
FUN_003617,0,0,0,0,0,0,0,0,0,0
FUN_003718,0,0,0,0,0,0,0,0,0,0
FUN_003765,0,0,0,0,0,0,0,0,0,0
FUN_000046,0,0,0,0,0,0,0,0,0,0
FUN_000617,0,0,0,0,0,0,0,0,0,0
FUN_000804,0,0,0,0,0,0,0,0,0,0
FUN_001001,0,0,0,0,0,0,0,0,0,0
FUN_001081,0,0,0,0,0,0,0,0,0,0
FUN_001227,0,0,0,0,0,0,0,0,0,0
FUN_001301,0,0,0,0,0,0,0,0,0,0
FUN_001752,0,0,0,0,0,0,0,0,0,0
FUN_001889,0,0,0,0,0,0,0,0,0,0
FUN_002019,0,0,0,0,0,0,0,0,0,0
FUN_002092,0,0,0,0,0,0,0,0,0,0
FUN_002160,0,0,0,0,0,0,0,0,0,0
FUN_002191,0,0,0,0,0,0,0,0,0,0
FUN_002323,0,0,0,0,0,0,0,0,0,0
FUN_002398,0,0,0,0,0,0,0,0,0,0
FUN_002591,0,0,0,0,0,0,0,0,0,0
FUN_002748,0,0,0,0,0,0,0,0,0,0
FUN_002815,0,0,0,0,0,0,0,0,0,0
FUN_002894,0,0,0,0,0,0,0,0,0,0
FUN_002981,0,0,0,0,0,0,0,0,0,0
FUN_003037,0,0,0,0,0,0,0,0,0,0
FUN_003111,0,0,0,0,0,0,0,0,0,0
FUN_003170,0,0,0,0,0,0,0,0,0,0
FUN_003253,0,0,0,0,0,0,0,0,0,0
FUN_003281,0,0,0,0,0,0,0,0,0,0
FUN_003341,0,0,0,0,0,0,0,0,0,0
FUN_003517,0,0,0,0,0,0,0,0,0,0
FUN_003611,0,0,0,0,0,0,0,0,0,0
FUN_003672,0,0,0,0,0,0,0,0,0,0
FUN_003694,0,0,0,0,0,0,0,0,0,0
FUN_003751,0,0,0,0,0,0,0,0,0,0
FUN_000794,0,0,0,0,0,0,0,0,0,0
FUN_002061,0,0,0,0,1,0,0,0,0,0
FUN_002249,0,0,0,0,0,0,0,0,0,0
FUN_000537,0,0,0,0,0,0,0,0,0,0
FUN_000830,0,0,0,0,0,0,0,0,0,0
FUN_002132,0,0,0,0,0,0,0,0,0,0
FUN_002612,0,0,0,0,0,0,0,0,0,0
FUN_003197,0,0,0,0,0,0,0,0,0,0
FUN_003604,0,0,0,0,0,0,0,0,0,0
FUN_000501,0,0,0,0,0,0,0,0,0,0
FUN_001727,0,0,0,0,0,0,0,0,0,0
FUN_001915,0,0,0,0,0,0,0,0,0,0
FUN_001968,0,0,0,0,0,0,0,0,0,0
FUN_002044,0,0,0,0,0,0,0,0,0,0
FUN_002207,0,0,0,0,8,6,0,0,0,0
FUN_002701,0,0,0,0,0,0,0,0,0,0
FUN_005969,0,2,4,2,7,7,0,4,3,7
FUN_006080,0,1,1,0,3,6,0,4,3,4
FUN_007952,0,0,0,0,0,0,0,4,0,0
FUN_008554,0,0,0,0,0,0,0,0,0,0
FUN_009056,0,0,0,0,2,0,0,0,0,0
FUN_009341,0,0,0,0,0,0,0,0,0,0
FUN_009554,0,0,0,0,1,0,0,0,0,0
FUN_009822,0,0,0,0,0,0,0,0,0,0
FUN_009999,0,0,0,0,0,0,0,0,0,0
FUN_010359,0,0,0,0,0,0,0,0,0,0
FUN_010431,0,0,0,0,0,0,0,0,0,0
FUN_011143,0,0,0,0,0,0,0,0,0,0
FUN_012114,0,0,0,0,0,0,0,0,0,2
FUN_012350,0,0,0,0,0,0,0,0,0,0
FUN_012494,0,0,0,0,0,0,0,0,0,0
FUN_012628,0,0,0,0,0,0,0,0,0,0
FUN_014172,0,0,0,0,0,0,0,0,0,0
FUN_015518,0,0,2,0,0,0,0,4,2,4
FUN_015543,0,0,0,0,0,0,0,0,0,0
FUN_016067,0,0,0,0,0,0,0,0,0,0
FUN_016956,0,0,0,0,0,0,0,0,0,0
FUN_017079,0,0,0,0,2,0,0,0,0,0
FUN_019304,0,0,0,0,0,0,0,0,0,0
FUN_019417,0,0,0,0,0,0,0,0,0,0
FUN_019948,0,0,0,0,0,0,0,0,0,0
FUN_020263,0,0,0,0,0,0,0,0,0,0
FUN_020319,0,0,0,0,0,0,0,0,0,0
FUN_020632,0,0,0,0,0,0,0,0,0,0
FUN_020716,0,0,0,0,0,0,0,0,0,0
FUN_020828,0,0,0,0,0,0,0,0,0,0
FUN_020936,0,0,0,0,0,2,0,0,0,0
FUN_020938,0,0,0,0,0,0,0,2,0,0
FUN_021289,0,0,0,0,0,0,0,0,0,0
FUN_021702,0,1,0,0,0,0,0,0,0,0
FUN_022168,0,0,0,3,17,2,2,1,0,6
FUN_022482,0,0,0,0,0,0,0,0,0,0
FUN_023095,0,0,0,0,3,0,0,2,0,0
FUN_023170,0,0,0,0,0,0,0,0,0,0
FUN_023575,0,0,0,0,0,0,0,0,0,0
FUN_024551,0,5,0,3,0,0,10,0,16,25
FUN_025635,0,0,0,0,0,0,0,0,0,0
FUN_003592,0,0,0,0,0,0,0,0,0,0
FUN_000491,0,0,0,0,0,0,0,0,0,0
FUN_000877,0,0,0,0,0,0,0,0,0,0
FUN_000932,0,0,0,0,0,0,0,0,0,0
FUN_001015,0,0,0,0,0,0,0,0,0,0
FUN_001058,0,0,0,0,0,0,0,0,0,0
FUN_001087,0,0,0,0,0,0,0,0,0,0
FUN_001154,0,0,0,0,0,0,0,0,0,0
FUN_001191,0,0,0,0,0,0,0,0,0,0
FUN_001210,0,0,0,0,0,0,0,0,0,0
FUN_001772,0,0,0,0,0,0,0,0,0,0
FUN_001787,0,0,0,0,0,0,0,0,0,0
FUN_002066,0,0,0,0,0,0,0,0,0,0
FUN_002083,0,0,0,0,0,0,0,0,0,0
FUN_002150,0,0,0,0,0,0,0,0,0,0
FUN_002181,0,0,0,0,0,0,0,0,0,0
FUN_002196,0,0,0,0,0,0,0,0,0,0
FUN_002261,0,0,0,0,0,0,0,0,0,0
FUN_002292,0,0,0,0,0,0,0,0,0,0
FUN_002304,0,0,0,0,0,0,0,0,0,0
FUN_002485,0,1,1,1,1,1,0,0,0,2
FUN_002808,0,0,0,0,0,0,0,0,0,0
FUN_002108,0,0,0,0,0,0,0,0,0,0
FUN_003460,0,0,0,0,0,0,0,0,0,0
FUN_001689,0,0,0,0,0,0,0,0,0,0
FUN_002390,0,2,2,0,11,0,0,5,1,2
FUN_003623,0,0,0,0,0,0,0,0,0,0
FUN_003181,0,0,0,0,0,0,0,0,0,0
FUN_003732,0,0,0,0,0,4,0,0,2,0
FUN_006450,0,0,0,0,0,0,0,0,0,0
FUN_008256,0,0,0,5,9,0,3,6,0,5
FUN_009036,0,0,0,0,0,0,0,0,0,0
FUN_009106,0,0,0,0,0,0,0,0,0,0
FUN_009315,0,0,0,0,0,0,0,0,0,0
FUN_009627,0,0,0,0,0,0,0,0,0,0
FUN_011091,0,0,0,0,0,15,8,5,13,7
FUN_011656,0,0,0,0,0,0,0,0,0,0
FUN_012319,0,0,0,0,0,0,0,0,0,0
FUN_013568,0,0,0,0,0,0,0,0,0,0
FUN_015034,0,0,0,0,0,0,0,0,0,0
FUN_015594,0,0,0,0,0,0,0,0,0,0
FUN_016116,0,0,0,0,0,0,0,0,0,0
FUN_018369,0,0,0,0,0,0,0,0,0,0
FUN_018602,0,0,0,0,0,0,0,0,0,0
FUN_018733,0,0,0,0,0,0,0,0,0,0
FUN_018814,0,0,0,0,0,0,0,0,0,0
FUN_018860,0,0,0,0,0,0,0,0,0,0
FUN_018956,0,0,0,0,9,5,3,0,0,9
FUN_018991,0,0,3,0,5,3,2,2,12,2
FUN_019117,0,0,0,0,0,0,0,0,0,0
FUN_020089,0,0,0,0,0,0,0,0,0,0
FUN_020155,0,0,0,0,0,0,0,0,0,0
FUN_020458,0,0,0,0,0,0,0,0,0,0
FUN_020509,0,0,0,0,0,0,0,0,0,0
FUN_020575,0,0,0,0,2,0,0,0,0,0
FUN_020586,0,0,0,0,2,0,0,0,0,0
FUN_020642,0,0,0,0,0,0,0,0,0,0
FUN_020680,0,2,2,1,2,2,2,4,2,1
FUN_021096,0,0,0,0,0,0,0,0,0,0
FUN_021123,0,0,0,0,0,0,0,0,0,0
FUN_021194,0,0,0,0,0,0,0,0,0,0
FUN_021206,0,0,0,1,0,0,0,0,0,0
FUN_022473,0,0,0,0,0,0,0,0,0,0
FUN_022738,0,0,0,0,0,0,0,0,0,0
FUN_022999,0,0,0,1,0,0,0,0,0,0
FUN_023165,0,0,0,0,0,0,0,0,0,0
FUN_023202,0,0,0,0,0,0,0,0,0,0
FUN_023913,0,0,0,0,0,0,0,0,0,0
FUN_024159,0,0,0,0,0,0,0,0,0,0
FUN_024167,0,0,0,0,0,0,0,0,0,0
FUN_024512,0,0,2,0,2,1,0,0,1,2
FUN_024790,0,0,0,0,0,0,0,0,1,0
FUN_025033,0,0,0,0,0,0,0,0,0,0
FUN_025196,0,0,0,0,0,0,0,0,0,0
FUN_025460,0,0,0,0,0,0,0,0,0,0
FUN_025841,0,11,0,0,4,4,0,13,6,24
FUN_025879,0,3,4,2,2,3,2,0,4,0
FUN_026370,0,0,4,2,0,0,0,0,0,0
FUN_026473,0,0,4,2,0,0,0,0,0,0
FUN_026833,0,0,0,0,0,0,0,0,0,0
FUN_026867,0,0,0,0,0,0,1,0,0,0
FUN_002374,0,0,0,0,0,0,0,0,0,0
FUN_003509,0,0,0,0,0,0,0,0,0,0
FUN_002320,0,0,0,0,0,0,0,0,0,0
FUN_003079,0,0,0,0,0,0,0,0,0,0
FUN_003093,0,0,0,0,0,0,0,0,0,0
FUN_000873,0,0,0,0,0,0,0,0,0,2
FUN_001804,0,0,0,0,0,0,0,0,0,0
FUN_001893,0,0,0,0,0,0,0,0,0,0
FUN_003141,0,0,0,0,0,0,0,0,0,0
FUN_007694,0,0,0,0,0,0,0,0,0,0
FUN_007713,0,0,0,0,0,0,0,0,0,0
FUN_015368,0,0,0,0,3,0,0,2,0,0
FUN_015511,0,4,0,0,4,2,2,0,0,0
FUN_015552,0,0,0,0,2,0,0,0,0,0
FUN_015579,0,0,0,0,10,7,0,0,0,0
FUN_015641,0,0,0,0,0,0,0,0,0,0
FUN_015706,0,0,1,0,0,0,0,1,0,0
FUN_019584,0,4,5,4,2,0,5,6,0,0
FUN_020006,0,0,0,0,0,0,0,0,0,0
FUN_021948,0,0,0,0,0,0,0,0,0,0
FUN_022125,0,0,0,0,0,0,0,0,0,0
FUN_026851,0,0,0,0,0,3,1,2,2,3
FUN_001071,0,0,0,0,0,0,0,0,0,0
FUN_001353,0,5,2,4,0,7,0,4,3,3
FUN_001561,0,2,0,0,2,0,0,0,2,0
FUN_000737,0,0,0,0,0,0,0,0,0,0
FUN_001833,0,0,2,2,1,0,2,2,0,1
FUN_002193,0,0,0,0,0,0,0,0,0,0
FUN_002642,0,0,0,0,0,0,0,0,0,0
FUN_003361,0,2,0,0,3,0,0,3,0,0
FUN_000327,0,0,0,0,0,0,0,0,0,0
FUN_000424,0,0,0,0,0,0,0,0,0,0
FUN_000700,0,0,0,0,0,0,0,0,0,0
FUN_000803,0,0,0,0,0,0,0,0,0,0
FUN_000994,0,0,0,0,0,0,0,0,0,0
FUN_001222,0,0,0,0,0,0,0,0,0,0
FUN_001298,0,0,0,0,0,0,0,0,0,0
FUN_001382,0,0,0,0,0,0,0,0,0,0
FUN_001450,0,0,0,0,0,0,0,0,0,0
FUN_001619,0,0,0,0,0,0,0,0,0,0
FUN_001696,0,0,0,0,0,0,0,0,0,0
FUN_001851,0,0,0,0,0,0,0,0,0,0
FUN_002065,0,0,0,0,0,0,0,0,0,0
FUN_002135,0,0,0,0,0,0,0,0,0,0
FUN_002205,0,0,0,0,0,0,0,0,0,0
FUN_002388,0,0,0,0,0,0,0,0,0,0
FUN_002523,0,0,0,0,0,0,0,0,0,0
FUN_002597,0,0,0,0,0,0,0,0,0,0
FUN_002652,0,0,0,0,0,0,0,0,0,0
FUN_002696,0,0,0,0,0,0,0,0,0,0
FUN_002751,0,0,0,0,0,0,0,0,0,0
FUN_002829,0,0,0,0,0,0,0,0,0,0
FUN_002965,0,0,0,0,0,0,0,0,0,0
FUN_003065,0,0,0,0,0,0,0,0,0,0
FUN_003097,0,0,0,0,0,0,0,0,0,0
FUN_003167,0,0,0,0,0,0,0,0,0,0
FUN_003204,0,0,0,0,0,0,0,0,0,0
FUN_003293,0,0,0,0,0,0,0,0,0,0
FUN_003360,0,0,0,0,0,0,0,0,0,0
FUN_000998,0,0,0,0,0,0,0,0,0,3
FUN_002033,0,0,0,0,0,0,0,0,0,0
FUN_002071,0,0,0,0,0,0,0,0,0,0
FUN_003166,0,0,0,0,0,0,0,0,0,0
FUN_001858,0,0,0,0,0,0,0,0,0,0
FUN_000345,0,0,0,0,0,0,0,0,0,0
FUN_000383,0,0,0,0,0,0,0,0,0,0
FUN_000441,0,0,0,0,0,0,0,0,0,0
FUN_000579,0,0,0,0,0,0,0,0,0,0
FUN_000801,0,0,0,0,0,0,0,0,0,0
FUN_001032,0,0,0,0,0,0,0,0,0,0
FUN_001078,0,0,0,0,0,0,0,0,0,0
FUN_001107,0,0,0,0,0,0,0,0,0,0
FUN_001141,0,0,0,0,0,0,0,0,0,0
FUN_001256,0,0,0,0,0,0,0,0,0,0
FUN_001473,0,0,0,0,0,0,0,0,0,0
FUN_001548,0,0,0,0,0,0,0,0,0,0
FUN_001604,0,0,0,0,0,0,0,0,0,0
FUN_001624,0,0,0,0,0,0,0,0,0,0
FUN_001636,0,0,0,0,0,0,0,0,0,0
FUN_001872,0,0,0,0,0,0,0,0,0,0
FUN_001881,0,0,0,0,0,0,0,0,0,0
FUN_001902,0,0,0,0,0,0,0,0,0,0
FUN_002006,0,0,0,0,0,0,0,0,0,0
FUN_002138,0,0,0,0,0,0,0,0,0,0
FUN_002286,0,0,0,0,0,0,0,0,0,0
FUN_002405,0,0,0,0,0,0,0,0,0,0
FUN_002453,0,0,0,0,0,0,0,0,0,0
FUN_002517,0,0,0,0,0,0,0,0,0,0
FUN_002655,0,0,0,0,0,0,0,0,0,0
FUN_002736,0,0,0,0,0,0,0,0,0,0
FUN_002855,0,0,0,0,0,0,0,0,0,0
FUN_002975,0,0,0,0,0,0,0,0,0,0
FUN_003074,0,0,0,0,0,0,0,0,0,0
FUN_003147,0,0,0,0,0,0,0,0,0,0
FUN_007766,0,0,0,0,0,0,0,0,0,2
FUN_030620,0,0,0,0,28,58,117,53,54,49
FUN_008045,0,0,0,0,0,0,0,0,0,0
FUN_030621,0,0,0,0,700,1497,1750,1282,1199,1042
FUN_008765,0,0,0,0,2,0,0,0,0,0
FUN_011659,0,0,0,0,0,0,0,0,0,0
FUN_011697,0,0,0,0,0,1,0,0,0,0
FUN_011714,0,0,0,0,0,1,0,0,0,0
FUN_000425,0,0,0,0,0,0,0,0,0,0
FUN_000512,0,0,0,0,0,0,0,0,0,0
FUN_002054,0,0,0,0,0,0,0,0,0,0
FUN_002101,0,0,0,0,0,0,0,0,0,0
FUN_002253,0,0,0,0,0,0,0,0,0,0
FUN_003155,0,0,0,0,0,0,0,0,0,0
FUN_001516,0,0,0,0,0,0,0,0,0,0
FUN_002500,0,0,0,0,0,0,0,0,0,0
FUN_001846,0,0,0,0,0,0,0,0,3,0
FUN_000642,0,0,0,0,0,0,0,0,0,0
FUN_001130,0,0,0,0,0,0,0,0,0,0
FUN_001399,0,0,0,0,0,0,0,0,0,0
FUN_001617,0,0,0,0,0,0,0,0,0,0
FUN_001756,0,0,0,0,0,0,0,0,0,0
FUN_002080,0,0,0,0,0,0,0,0,0,0
FUN_002167,0,0,0,0,0,0,0,0,0,0
FUN_002368,0,0,0,0,0,0,0,0,0,0
FUN_002424,0,0,0,0,0,0,0,0,0,0
FUN_002522,0,0,0,0,0,0,0,0,0,0
FUN_002628,0,0,0,0,0,0,0,0,0,0
FUN_002691,0,0,0,0,0,0,0,0,0,0
FUN_002737,0,0,0,0,0,0,0,0,0,0
FUN_002803,0,0,0,0,0,0,0,0,0,0
FUN_002928,0,0,0,0,0,0,0,0,0,0
FUN_002980,0,0,0,0,0,0,0,0,0,0
FUN_003153,0,0,0,0,0,0,0,0,0,0
FUN_007268,0,0,0,0,0,0,0,0,0,0
FUN_007381,0,0,0,0,0,0,0,0,0,0
FUN_010960,0,0,0,0,0,0,0,0,0,1
FUN_011262,0,0,0,0,0,0,0,0,0,0
FUN_011371,0,0,0,0,0,0,0,0,0,0
FUN_011777,0,0,0,0,0,0,2,0,1,2
FUN_012014,0,0,0,0,0,0,0,0,0,0
FUN_012951,0,0,0,0,0,0,0,0,0,0
FUN_013701,0,1,2,0,1,0,3,5,7,5
FUN_013725,0,0,0,0,0,0,0,0,0,0
FUN_016088,0,0,0,0,0,0,0,0,0,0
FUN_016531,0,0,0,0,0,5,0,0,0,0
FUN_016623,0,0,2,3,0,3,0,0,0,3
FUN_016919,0,0,0,0,0,0,0,0,2,0
FUN_017761,0,0,0,0,0,0,0,0,0,0
FUN_020961,0,0,0,0,0,0,0,0,0,0
FUN_021285,0,0,0,0,0,0,0,0,0,2
FUN_021369,0,0,0,0,0,0,0,0,0,0
FUN_021828,0,0,0,0,3,7,2,4,0,0
FUN_021917,0,0,0,0,0,0,0,0,0,3
FUN_022185,0,0,0,0,0,0,0,0,0,0
FUN_023889,0,10,2,2,9,5,0,5,6,10
FUN_023916,0,0,0,0,0,0,0,0,0,0
FUN_023993,0,0,0,0,0,0,0,0,0,0
FUN_024072,0,0,0,0,0,3,0,0,0,0
FUN_024114,0,0,0,0,0,0,0,0,0,0
FUN_024243,0,0,0,0,0,0,0,0,0,1
FUN_024259,0,0,0,0,0,0,0,0,0,0
FUN_024354,0,0,0,0,0,0,2,0,0,0
FUN_024491,0,0,0,0,0,0,0,0,0,0
FUN_024728,0,0,0,0,0,0,0,0,0,0
FUN_024831,0,0,0,0,0,0,0,0,0,0
FUN_024858,0,0,0,0,0,0,0,0,0,2
FUN_024946,0,0,0,0,0,0,0,0,0,0
