gene_id,Name
FUN_001437,
FUN_001820,
FUN_002814,
FUN_003091,
FUN_001516,
FUN_002500,
FUN_001717,
FUN_001859,
FUN_002359,
FUN_002465,
FUN_002952,
FUN_001411,
FUN_002614,
FUN_002220,
FUN_002548,
FUN_000410,
FUN_001532,
FUN_002236,
FUN_001777,
FUN_001819,
FUN_002035,
FUN_002254,
FUN_002347,
FUN_002680,
FUN_000638,
FUN_000742,
FUN_000958,
FUN_001297,
FUN_001891,
FUN_002380,
FUN_002501,
FUN_002644,
FUN_002113,
FUN_000747,
FUN_001838,
FUN_001973,ALG9_3
FUN_000331,
FUN_001327,
FUN_002459,
FUN_001537,
FUN_002157,
FUN_000040,
FUN_000827,
FUN_001966,
FUN_000199,
FUN_001573,
FUN_000085,
FUN_001472,
FUN_001700,
FUN_002075,
FUN_002222,
FUN_000658,
FUN_000656,
FUN_001002,
FUN_001994,TOP2B_1
FUN_002175,TOP2B_2
FUN_001257,
FUN_001763,
FUN_000607,
FUN_000901,
FUN_001415,
FUN_002027,
FUN_000935,
FUN_001137,
FUN_001305,
FUN_001759,
FUN_001979,
FUN_000179,EMC3_1
FUN_000885,
FUN_001303,
FUN_001155,
FUN_001176,
FUN_001212,
FUN_001578,
FUN_000435,
FUN_001726,
FUN_001447,
FUN_001446,
FUN_000526,
FUN_001060,CASD1_2
FUN_001427,
FUN_000505,
FUN_001277,
FUN_001195,
FUN_030717,
FUN_001339,
FUN_000693,
FUN_000406,
FUN_001230,
FUN_001295,
FUN_000423,
FUN_000220,ABCG1_1
FUN_000128,
FUN_000946,POLR2A_1
FUN_000696,
FUN_001313,
FUN_000171,
FUN_000977,
FUN_000278,
FUN_000477,
FUN_001016,
FUN_000820,TRMT11
FUN_000073,
FUN_000269,
FUN_001031,
FUN_000207,
FUN_000172,
FUN_000709,
FUN_000814,
FUN_000758,
FUN_000890,
FUN_000920,
FUN_000944,
FUN_030207,
FUN_000721,
FUN_000870,
FUN_000618,
FUN_000560,
FUN_000059,
FUN_000686,
FUN_000780,
FUN_030220,
FUN_000063,METTL24_1
FUN_000409,
FUN_000769,
FUN_000325,
FUN_000464,
FUN_000043,
FUN_000531,
FUN_000384,
FUN_000166,
FUN_000386,
FUN_000451,
FUN_000146,
FUN_000600,
FUN_000605,KRT9_1
FUN_000108,
FUN_000357,
FUN_000177,
FUN_000488,
FUN_000412,
FUN_000057,
FUN_000161,
FUN_000328,
FUN_000054,
FUN_000032,
FUN_000362,
FUN_000133,
FUN_000060,
FUN_002197,OTOP3_2
FUN_002785,
FUN_003262,
FUN_003990,
FUN_030636,
FUN_004602,
FUN_004975,
FUN_005048,
FUN_005161,
FUN_005349,
FUN_007259,
FUN_007736,
FUN_007773,
FUN_008032,
FUN_010123,
FUN_010388,
FUN_010607,
FUN_010922,
FUN_010946,
FUN_011100,
FUN_011217,G6PD
FUN_011731,C1QTNF2_13
FUN_013067,
FUN_013314,
FUN_013517,
FUN_013685,SBNO1_26
FUN_013773,SBNO1_28
FUN_013824,
FUN_013908,
FUN_013937,
FUN_014044,
FUN_014430,
FUN_014727,
FUN_014757,
FUN_014950,
FUN_015058,
FUN_015109,
FUN_015191,
FUN_015270,
FUN_015369,
FUN_015581,GTPBP4
FUN_015700,ZFP62_1
FUN_015859,
FUN_016086,
FUN_016203,
FUN_016276,
FUN_016713,
FUN_017003,C1QTNF2_17
FUN_017210,
FUN_017288,
FUN_017321,
FUN_017454,C1QTNF2_18
FUN_017619,
FUN_017849,
FUN_017906,
FUN_017983,
FUN_018046,
FUN_018072,
FUN_018102,
FUN_018189,CYCB3
FUN_018252,
FUN_018292,
FUN_018429,
FUN_018546,
FUN_018666,MTMR2
FUN_018871,C1QTNF3_8
FUN_019036,C1QTNF3_9
FUN_019126,
FUN_019173,
FUN_019203,
FUN_019283,
FUN_019339,
FUN_030637,
FUN_019959,C1QTNF2_24
FUN_020039,RAD51_2
FUN_020106,
FUN_020240,
FUN_020275,
FUN_020314,
FUN_020463,
FUN_020636,
FUN_020941,
FUN_021032,AOS1
FUN_021095,
FUN_021157,
FUN_021293,
FUN_021415,TFIP11_2
FUN_021477,
FUN_021651,
FUN_022017,C1QTNF2_27
FUN_022187,
FUN_022247,
FUN_022502,
FUN_022525,
FUN_022612,BLOS2
FUN_022726,
FUN_022787,
FUN_022800,
FUN_022937,
FUN_023094,
FUN_023120,
FUN_023251,
FUN_023300,
FUN_030638,
FUN_023399,
FUN_023429,
FUN_023457,
FUN_023482,
FUN_023504,
FUN_023602,
FUN_023653,
FUN_023671,
FUN_023818,
FUN_023853,
FUN_023881,RNP4F_1
FUN_023933,
FUN_023985,RNP4F_2
FUN_024006,
FUN_024045,
FUN_024063,
FUN_024125,C1QTNF3_11
FUN_024176,MED6
FUN_024200,GMPR2
FUN_024247,
FUN_024261,
FUN_024318,
FUN_024364,SAC1
FUN_024408,
FUN_024455,LIMS2
FUN_024524,
FUN_024571,
FUN_024591,EIF1
FUN_024611,
FUN_024644,SYX7
FUN_024692,
FUN_024798,
FUN_024851,
FUN_024861,
FUN_030639,
FUN_025045,
FUN_025075,
FUN_025130,
FUN_025175,
FUN_025242,
FUN_025340,
FUN_025369,ZRANB2
FUN_030640,
FUN_025463,
FUN_025500,
FUN_025682,MMP7_1
FUN_025789,
FUN_025809,
FUN_025877,
FUN_026030,
FUN_026072,
FUN_026097,
FUN_026145,
FUN_026163,
FUN_026243,C1GALT1_5
FUN_026260,
FUN_026266,
FUN_026287,
FUN_026300,
FUN_026305,
FUN_026372,
FUN_026406,
FUN_026451,
FUN_026470,
FUN_026512,
FUN_026552,
FUN_026652,
FUN_026705,WDR79_1
FUN_026721,WDR79_2
FUN_026736,
FUN_026848,
FUN_026882,
FUN_026891,
FUN_026900,
FUN_026982,
FUN_026988,
FUN_026998,
FUN_027019,
FUN_027060,
FUN_027065,
FUN_027141,
FUN_027166,
FUN_027193,
FUN_027202,
FUN_027223,
FUN_027250,DNAH5
FUN_027258,DNAH8
FUN_027265,
FUN_027373,GBETA76C
FUN_030641,
FUN_027418,
FUN_027443,
FUN_027465,
FUN_027486,
FUN_027523,
FUN_027588,
FUN_027607,
FUN_027669,
FUN_027777,
FUN_027867,TLK2
FUN_027939,
FUN_027971,
FUN_030642,
FUN_028051,
FUN_028062,
FUN_028111,
FUN_028175,
FUN_028216,
FUN_028223,
FUN_028226,
FUN_028237,
FUN_028269,
FUN_028275,
FUN_028291,
FUN_028321,
FUN_028401,
FUN_028418,
FUN_028431,
FUN_028465,
FUN_028478,
FUN_028491,CDC45L
FUN_028523,
FUN_028579,COL3A1_11
FUN_028650,
FUN_030643,
FUN_028716,
FUN_028723,
FUN_028785,
FUN_028795,
FUN_028804,
FUN_028814,
FUN_028824,
FUN_028833,
FUN_028847,
FUN_028860,
FUN_028869,
FUN_028877,
FUN_028905,
FUN_028914,TAF15_2
FUN_028922,
FUN_028924,
FUN_028931,
FUN_028938,
FUN_028946,
FUN_028961,
FUN_028987,
FUN_029001,
FUN_029017,
FUN_029021,
FUN_029052,
FUN_029100,
FUN_029112,
FUN_029147,
FUN_029169,
FUN_029183,
FUN_029185,
FUN_029191,
FUN_029196,
FUN_029199,
FUN_029204,
FUN_029209,
FUN_029218,
FUN_029237,
FUN_029240,
FUN_029258,
FUN_029276,
FUN_029279,
FUN_029284,
FUN_029289,
FUN_029295,
FUN_029298,
FUN_029306,
FUN_029313,
FUN_029321,
FUN_029327,
FUN_029347,C1QTNF2_45
FUN_030644,
FUN_029381,
FUN_029386,
FUN_029391,
FUN_029396,
FUN_029411,
FUN_029423,
FUN_029441,
FUN_029450,
FUN_029466,
FUN_030645,
FUN_029486,
FUN_029490,
FUN_029493,DUSP8
FUN_029517,
FUN_029523,
FUN_029531,ATP6V1D_1
FUN_029535,ATP6V1D_2
FUN_029537,ABCC10
FUN_029558,ACSS1_4
FUN_029579,
FUN_029587,
FUN_029589,
FUN_029593,
FUN_029598,
FUN_029604,
FUN_029617,
FUN_029626,
FUN_029645,
FUN_029680,
FUN_029687,COL3A1_12
FUN_029696,
FUN_029700,
FUN_029703,
FUN_029708,
FUN_029716,
FUN_029718,
FUN_029721,FUT9C_8
FUN_029722,FUT9C_9
FUN_029723,
FUN_029731,
FUN_029740,
FUN_029764,
FUN_029781,
FUN_029793,
FUN_029804,
FUN_029819,
FUN_029822,
FUN_029824,
FUN_029850,
FUN_029854,
FUN_029858,
FUN_029862,
FUN_029887,C1QTNF3_13
FUN_029890,
FUN_029895,
FUN_029900,
FUN_029901,
FUN_029903,
FUN_029920,
FUN_000195,
FUN_001250,
FUN_001791,
FUN_003752,
FUN_003875,
FUN_030244,
FUN_004887,
FUN_006035,
FUN_006179,ACT1_1
FUN_007569,
FUN_007914,
FUN_008722,
FUN_008945,
FUN_009347,
FUN_010844,
FUN_011053,
FUN_011491,
FUN_011996,
FUN_012198,
FUN_012278,
FUN_012490,
FUN_012834,
FUN_012914,
FUN_013058,SWI5
FUN_013127,
FUN_013222,NLRC4
FUN_013531,
FUN_030245,
FUN_013910,
FUN_014091,
FUN_014136,
FUN_014267,
FUN_014283,
FUN_014471,
FUN_015497,
FUN_015907,
FUN_016226,
FUN_016502,
FUN_016722,ATG10
FUN_016973,SSBP3
FUN_017102,
FUN_018017,
FUN_018028,
FUN_018345,
FUN_018532,
FUN_018768,
FUN_018887,
FUN_019151,
FUN_019686,
FUN_020272,
FUN_020830,
FUN_020930,
FUN_021057,
FUN_021161,
FUN_021563,
FUN_022507,
FUN_022669,SBNO1_34
FUN_022927,
FUN_023017,
FUN_023038,
FUN_023283,
FUN_023298,
FUN_023398,
FUN_023698,
FUN_023764,
FUN_023816,
FUN_023828,
FUN_023867,
FUN_023871,
FUN_023941,
FUN_023986,
FUN_024148,
FUN_024175,ARPC4
FUN_024197,
FUN_024254,
FUN_024332,
FUN_024344,
FUN_024465,
FUN_024666,
FUN_024760,
FUN_024820,
FUN_024967,
FUN_025032,
FUN_025078,
FUN_025188,
FUN_025197,
FUN_025266,
FUN_025335,
FUN_025484,
FUN_025524,
FUN_025585,
FUN_025706,ADK3
FUN_025719,
FUN_025746,MED19
FUN_025763,
FUN_025820,
FUN_025944,
FUN_026083,
FUN_026290,
FUN_026440,
FUN_026465,
FUN_026481,
FUN_026532,
FUN_026581,
FUN_026663,
FUN_026745,
FUN_027090,
FUN_027113,
FUN_027156,
FUN_027192,
FUN_027286,
FUN_027303,
FUN_030246,
FUN_027406,CYP4V2_11
FUN_027457,CYP4V2_12
FUN_027551,CYP4V2_13
FUN_027601,
FUN_027695,
FUN_027736,CYP4D2_3
FUN_027759,CYP4D2_4
FUN_027793,CYP4D2_5
FUN_027897,CYP4D2_6
FUN_027925,CYP4D2_7
FUN_028030,
FUN_028044,
FUN_028057,
FUN_028072,
FUN_028083,
FUN_028125,MUC2_7
FUN_028178,
FUN_028250,
FUN_028299,
FUN_028336,
FUN_028358,
FUN_028386,
FUN_028407,
FUN_028446,
FUN_028460,
FUN_028494,
FUN_028520,
FUN_028543,
FUN_028566,
FUN_028588,
FUN_028623,
FUN_030247,
FUN_030248,
FUN_030249,
FUN_030250,
FUN_030251,
FUN_028751,TCF24
FUN_028755,
FUN_028765,
FUN_028774,
FUN_028791,
FUN_030252,
FUN_030253,
FUN_028816,RAD50
FUN_028851,
FUN_030254,
FUN_030255,
FUN_030256,
FUN_030257,
FUN_030258,
FUN_030259,
FUN_030260,
FUN_030261,
FUN_030262,
FUN_030263,
FUN_030264,
FUN_030265,
FUN_030266,
FUN_029004,
FUN_030267,
FUN_030268,
FUN_029086,
FUN_029095,
FUN_029128,
FUN_029163,
FUN_029166,
FUN_029173,
FUN_029184,
FUN_029201,
FUN_029212,SMCR8
FUN_029215,TAK1
FUN_029233,
FUN_029247,
FUN_029261,
FUN_029282,
FUN_029293,
FUN_029302,
FUN_029312,RPS24
FUN_029342,
FUN_029363,
FUN_029421,
FUN_029465,
FUN_029483,
FUN_000017,
FUN_000845,
FUN_004372,
FUN_004557,
FUN_030410,
FUN_006582,
FUN_007208,
FUN_007241,
FUN_007472,
FUN_008103,
FUN_008376,
FUN_008871,
FUN_009173,
FUN_009291,
FUN_009601,
FUN_009684,
FUN_009806,KAT80_1
FUN_010219,KAT80_2
FUN_010304,
FUN_010347,
FUN_011279,
FUN_012143,
FUN_012698,
FUN_013293,
FUN_013523,
FUN_013555,NSMCE1
FUN_013760,
FUN_014021,
FUN_014137,
FUN_014986,
FUN_015304,
FUN_015529,
FUN_015797,
FUN_015843,
FUN_016037,
FUN_016264,
FUN_016349,
FUN_016468,
FUN_016836,
FUN_017184,
FUN_017352,XRCC5
FUN_017492,
FUN_017674,
FUN_017788,
FUN_017962,
FUN_018064,
FUN_018163,
FUN_018306,
FUN_018348,
FUN_018447,
FUN_018681,
FUN_019382,
FUN_019406,ANKS1B
FUN_019871,
FUN_019888,
FUN_019996,
FUN_020032,
FUN_020115,
FUN_020149,NFATC2IP
FUN_020421,
FUN_020518,
FUN_020571,
FUN_020668,
FUN_020725,
FUN_020811,
FUN_021107,
FUN_021167,
FUN_021201,
FUN_021222,RHO-7
FUN_021283,UBC4_2
FUN_021296,UBC4_3
FUN_021323,
FUN_021381,
FUN_021464,RAB21
FUN_021501,
FUN_021533,
FUN_021570,
FUN_021769,
FUN_021877,
FUN_021925,
FUN_022006,
FUN_022078,
FUN_022163,
FUN_022169,
FUN_022215,INX2_3
FUN_022409,
FUN_022443,
FUN_022743,KPNB1
FUN_022852,
FUN_022860,
FUN_023546,
FUN_023798,
FUN_024578,
FUN_024832,
FUN_025177,
FUN_030411,
FUN_025848,
FUN_025927,
FUN_026418,
FUN_026430,
FUN_026461,
FUN_026479,
FUN_026482,
FUN_026515,6-Mar
FUN_026544,
FUN_026578,
FUN_026600,
FUN_026636,
FUN_026661,RPN7
FUN_026768,
FUN_026819,
FUN_026857,
FUN_026887,
FUN_026923,
FUN_026943,
FUN_026967,RPL27A
FUN_026985,MKI67_2
FUN_027024,
FUN_027047,
FUN_027056,TYW3
FUN_027067,
FUN_027082,
FUN_027101,
FUN_027144,
FUN_027190,
FUN_027197,
FUN_027209,
FUN_027221,
FUN_027253,
FUN_027292,
FUN_027462,
FUN_027575,CEL6A
FUN_027594,
FUN_027702,
FUN_027726,
FUN_027747,
FUN_027776,
FUN_027829,
FUN_028010,
FUN_028094,
FUN_028199,
FUN_028201,
FUN_028206,
FUN_028228,
FUN_028251,
FUN_028327,
FUN_028344,
FUN_028364,
FUN_028373,
FUN_028382,
FUN_028392,
FUN_028402,
FUN_028414,
FUN_028441,
FUN_028449,
FUN_028462,
FUN_028489,
FUN_028517,
FUN_028554,
FUN_028569,
FUN_028587,
FUN_028643,
FUN_028663,
FUN_028677,
FUN_028694,
FUN_028720,
FUN_028759,ADRA1A_3
FUN_028777,ADRA1A_4
FUN_028797,
FUN_028861,
FUN_001265,
FUN_001483,
FUN_002794,SPZ5
FUN_003214,
FUN_003407,
FUN_003981,EIF4G3_2
FUN_004206,
FUN_004348,
FUN_004875,
FUN_005124,
FUN_006420,
FUN_006651,
FUN_006877,
FUN_007106,
FUN_007312,
FUN_007817,
FUN_007980,
FUN_008340,
FUN_008433,
FUN_008469,
FUN_008958,
FUN_009335,
FUN_009432,
FUN_009475,
FUN_009515,
FUN_009589,
FUN_009712,
FUN_010030,
FUN_010247,
FUN_010378,
FUN_010616,MUC2_4
FUN_010977,
FUN_011454,
FUN_011806,
FUN_012065,
FUN_012159,
FUN_012767,
FUN_012877,
FUN_013411,
FUN_013515,
FUN_013520,
FUN_013798,
FUN_013879,
FUN_013982,
FUN_014020,
FUN_014170,
FUN_014266,
FUN_014369,
FUN_014500,
FUN_014535,
FUN_014595,
FUN_014706,
FUN_014735,
FUN_015267,
FUN_015356,
FUN_015505,
FUN_015648,
FUN_015673,
FUN_015740,
FUN_015981,TOP2B_9
FUN_016140,
FUN_016152,
FUN_016171,
FUN_016268,
FUN_016411,
FUN_016465,
FUN_016930,CLIPA15
FUN_016969,
FUN_016997,
FUN_017153,
FUN_030499,
FUN_030500,
FUN_017573,
FUN_017637,
FUN_017775,
FUN_017835,
FUN_017910,
FUN_018277,
FUN_018425,
FUN_018477,
FUN_018625,
FUN_018678,
FUN_018778,
FUN_018879,
FUN_030501,
FUN_019088,
FUN_019109,
FUN_019141,
FUN_019156,
FUN_019386,
FUN_019440,
FUN_019514,
FUN_019568,
FUN_019649,
FUN_019719,
FUN_019868,
FUN_019914,
FUN_020008,OTUD1_4
FUN_020108,
FUN_020439,
FUN_020530,
FUN_020798,
FUN_020887,
FUN_020955,
FUN_021366,
FUN_021940,
FUN_021981,
FUN_022041,
FUN_022071,
FUN_022121,
FUN_022350,
FUN_022623,
FUN_022728,
FUN_023077,
FUN_023118,
FUN_023188,
FUN_023199,NMR-2_3
FUN_023348,
FUN_023351,NMR-2_4
FUN_023493,
FUN_023528,
FUN_023533,
FUN_023588,
FUN_023720,
FUN_024052,
FUN_024135,
FUN_024202,
FUN_024498,
FUN_024534,
FUN_024936,
FUN_025102,
FUN_025240,
FUN_025264,
FUN_025270,
FUN_025302,
FUN_025307,
FUN_025316,
FUN_025323,
FUN_025352,
FUN_025492,
FUN_025736,
FUN_025765,
FUN_025802,TAF6_1
FUN_025812,TAF6_2
FUN_025873,
FUN_025964,
FUN_025977,
FUN_025987,
FUN_026001,
FUN_026019,
FUN_026142,
FUN_026265,
FUN_026426,
FUN_026576,
FUN_026590,
FUN_026681,
FUN_026723,
FUN_026744,
FUN_026766,
FUN_026772,
FUN_026776,
FUN_026858,
FUN_026863,
FUN_026884,
FUN_026959,
FUN_026987,
FUN_027096,
FUN_027211,RPS2_2
FUN_027255,
FUN_027272,
FUN_027278,
FUN_027308,
FUN_027320,
FUN_027350,
FUN_027499,
FUN_027506,
FUN_027515,
FUN_027534,
FUN_027604,
FUN_027640,
FUN_027656,
FUN_027740,
FUN_027789,
FUN_027825,
FUN_027839,
FUN_027851,
FUN_027855,
FUN_027927,
FUN_027942,
FUN_028041,
FUN_028079,
FUN_028082,SEC31_4
FUN_028089,
FUN_028102,
FUN_028107,SEC31_5
FUN_028117,
FUN_028143,
FUN_028147,
FUN_028171,
FUN_028224,
FUN_028253,
FUN_028296,
FUN_028303,
FUN_028332,
FUN_028350,
FUN_028354,
FUN_028398,
FUN_028470,
FUN_028488,
FUN_028547,OSM-1_2
FUN_028553,
FUN_028598,
FUN_028610,RPS2_3
FUN_028613,
FUN_000189,
FUN_000855,MOCS3
FUN_000947,
FUN_001218,
FUN_002581,
FUN_004251,
FUN_006805,
FUN_007314,
FUN_009134,
FUN_009379,
FUN_009764,
FUN_009896,
FUN_010334,
FUN_010520,
FUN_010568,
FUN_010591,
FUN_010608,
FUN_010823,
FUN_011004,SF3B1
FUN_011342,
FUN_011573,
FUN_011651,
FUN_011758,
FUN_011891,
FUN_011986,
FUN_012384,
FUN_013545,
FUN_013628,
FUN_013833,
FUN_014359,
FUN_014982,
FUN_015186,
FUN_015508,
FUN_015854,
FUN_015991,
FUN_016145,
FUN_016302,
FUN_016812,
FUN_016865,
FUN_017140,
FUN_017337,
FUN_017391,
FUN_017411,
FUN_017450,
FUN_017829,
FUN_017970,
FUN_018058,
FUN_018297,
FUN_018801,
FUN_018925,
FUN_018940,
FUN_018964,PIK3C3_4
FUN_018977,
FUN_019201,
FUN_019447,
FUN_019574,
FUN_019591,
FUN_019625,
FUN_019742,
FUN_019776,EEF1DELTA
FUN_019815,
FUN_019921,
FUN_019982,TSP66E
FUN_020066,NDUFV1
FUN_020379,
FUN_020756,
FUN_021148,
FUN_021223,
FUN_021236,
FUN_021434,
FUN_021612,
FUN_021662,
FUN_021884,
FUN_021961,
FUN_022047,
FUN_022241,
FUN_022781,
FUN_023004,
FUN_023099,
FUN_023109,
FUN_023119,TOM7_1
FUN_023306,
FUN_023382,
FUN_023691,
FUN_023730,
FUN_023751,
FUN_023797,
FUN_023835,
FUN_024251,
FUN_024306,
FUN_024321,HR39_3
FUN_024405,
FUN_024419,
FUN_024479,
FUN_024502,
FUN_024595,
FUN_024616,
FUN_024834,
FUN_024900,
FUN_024928,
FUN_024958,
FUN_025134,
FUN_025142,
FUN_030550,
FUN_025349,
FUN_025421,
FUN_025434,
FUN_025473,
FUN_025479,
FUN_025530,
FUN_025593,
FUN_025603,
FUN_025615,
FUN_025620,
FUN_025634,
FUN_025690,
FUN_025701,
FUN_025739,
FUN_025747,
FUN_025804,
FUN_026000,
FUN_026037,
FUN_026164,
FUN_026180,
FUN_026291,
FUN_026348,
FUN_026365,
FUN_026398,
FUN_026420,
FUN_026456,
FUN_026467,
FUN_026471,
FUN_026494,
FUN_026502,
FUN_026518,
FUN_026542,
FUN_026554,
FUN_026606,
FUN_026621,
FUN_026647,
FUN_026688,
FUN_026699,
FUN_026712,
FUN_026740,
FUN_026757,
FUN_026792,
FUN_026803,
FUN_026815,
FUN_026823,
FUN_026841,
FUN_027027,
FUN_027045,
FUN_027057,
FUN_027117,
FUN_027138,SPNS3_2
FUN_027319,
FUN_027386,
FUN_027716,
FUN_027780,
FUN_027807,
FUN_027810,
FUN_027834,
FUN_027860,
FUN_027887,HNRNPUL1_4
FUN_027891,
FUN_028047,
FUN_028075,SEH1L
FUN_028106,
FUN_028123,
FUN_028154,
FUN_028213,TFAP2E
FUN_028244,
FUN_002058,
FUN_002594,
FUN_003458,
FUN_003839,
FUN_003868,
FUN_004728,
FUN_004911,
FUN_004981,
FUN_005234,
FUN_005274,
FUN_005301,
FUN_005350,
FUN_005424,IFT43
FUN_005623,
FUN_005726,
FUN_006187,
FUN_006441,
FUN_006565,CTPS2_1
FUN_006874,
FUN_007118,
FUN_007341,
FUN_008957,
FUN_010921,
FUN_011154,
FUN_011599,DDX55
FUN_011648,
FUN_011665,
FUN_011746,
FUN_012098,
FUN_012340,
FUN_030578,
FUN_013224,
FUN_014028,
FUN_014260,
FUN_014449,
FUN_014586,
FUN_014633,
FUN_014667,
FUN_015453,
FUN_016068,
FUN_016266,CUZD1
FUN_016430,
FUN_016573,
FUN_016598,
FUN_017514,
FUN_018415,
FUN_018581,SIX6
FUN_018754,
FUN_018803,
FUN_018842,
FUN_019155,SPTLC2_2
FUN_019316,ERCC2_2
FUN_019721,
FUN_019940,
FUN_020045,
FUN_020156,
FUN_020203,
FUN_020694,
FUN_020850,
FUN_020932,
FUN_021064,
FUN_021138,
FUN_021182,
FUN_021211,RACGAP1_2
FUN_021463,
FUN_021515,
FUN_021571,
FUN_021638,
FUN_021672,
FUN_021747,
FUN_022043,
FUN_022053,C1QTNF2_28
FUN_022073,
FUN_030579,
FUN_022750,C1QTNF2_31
FUN_022841,C1QTNF2_32
FUN_022856,C1QTNF2_33
FUN_022869,
FUN_022931,
FUN_022992,SEC71
FUN_023131,
FUN_023161,
FUN_023176,
FUN_023241,
FUN_023259,
FUN_023327,
FUN_023421,
FUN_023742,
FUN_023784,
FUN_024101,HECTD1_2
FUN_024116,
FUN_024309,
FUN_024347,
FUN_024376,
FUN_024437,
FUN_024507,
FUN_024652,
FUN_024708,
FUN_025037,
FUN_025629,
FUN_025663,
FUN_025774,
FUN_025792,
FUN_025849,
FUN_025872,
FUN_025914,
FUN_025935,
FUN_025961,
FUN_025996,
FUN_026009,
FUN_026034,
FUN_026051,
FUN_026094,
FUN_026137,
FUN_026191,
FUN_026216,
FUN_026228,
FUN_026247,
FUN_026257,
FUN_026299,
FUN_026317,
FUN_026423,
FUN_026425,
FUN_026435,
FUN_026439,
FUN_026546,
FUN_026714,
FUN_026737,
FUN_026808,
FUN_027199,
FUN_027226,
FUN_027237,
FUN_027368,
FUN_027382,
FUN_027398,
FUN_027537,
FUN_027540,
FUN_027547,
FUN_027612,
FUN_027683,EIF3-S9
FUN_027712,AP1S2
FUN_027733,
FUN_027746,
FUN_002272,GPRMAC1_1
FUN_003476,GPRMAC1_2
FUN_004035,GPRMAC1_3
FUN_007062,
FUN_007694,
FUN_007713,
FUN_008472,
FUN_008979,
FUN_009143,
FUN_009318,
FUN_009443,
FUN_011960,
FUN_011976,
FUN_012744,
FUN_030615,
FUN_013463,
FUN_013606,
FUN_013690,
FUN_013718,
FUN_013733,
FUN_013768,
FUN_013872,
FUN_013914,
FUN_013925,
FUN_013960,
FUN_014149,RPAP3
FUN_014273,
FUN_014410,
FUN_014632,
FUN_014686,
FUN_014753,
FUN_014797,
FUN_014967,
FUN_015176,
FUN_015225,
FUN_015292,
FUN_015368,
FUN_015407,
FUN_015494,
FUN_015511,
FUN_015552,
FUN_015579,
FUN_015641,
FUN_015706,
FUN_015784,
FUN_015871,
FUN_015906,RAD52_1
FUN_016061,NDUFS5
FUN_016146,
FUN_016453,
FUN_016652,
FUN_017154,
FUN_017315,
FUN_017334,
FUN_017558,RPL28
FUN_017675,
FUN_017946,
FUN_018190,
FUN_018323,MKI67_1
FUN_018458,
FUN_018962,
FUN_019001,
FUN_019110,SEC31_1
FUN_019149,
FUN_019241,
FUN_019376,
FUN_019428,
FUN_019469,
FUN_019541,
FUN_019584,
FUN_019702,
FUN_019744,
FUN_019839,
FUN_020006,
FUN_020079,
FUN_020197,PRKC2
FUN_020342,MRPL37
FUN_020492,
FUN_020651,KCNIP4_1
FUN_020713,
FUN_021125,KCNIP4_2
FUN_021212,KCNIP4_3
FUN_021326,
FUN_021342,
FUN_021382,
FUN_021491,
FUN_021517,FAM98B
FUN_021567,
FUN_021649,
FUN_021732,
FUN_021948,
FUN_022125,
FUN_022378,
FUN_022477,
FUN_022645,
FUN_022978,
FUN_023041,
FUN_023269,
FUN_023353,
FUN_023436,
FUN_023459,
FUN_023559,
FUN_023604,
FUN_023705,
FUN_023732,
FUN_023775,BETA4GALT7
FUN_023838,
FUN_023992,CRB2
FUN_024179,
FUN_024257,
FUN_024521,
FUN_024580,
FUN_024663,
FUN_024777,
FUN_024893,
FUN_024964,
FUN_025019,
FUN_025044,
FUN_025348,
FUN_025437,
FUN_025541,
FUN_025623,
FUN_025661,
FUN_025705,
FUN_025761,
FUN_026013,
FUN_026129,
FUN_026144,
FUN_026245,
FUN_026282,
FUN_026307,
FUN_026330,
FUN_026344,
FUN_026374,
FUN_026495,
FUN_026548,
FUN_026584,
FUN_026678,
FUN_026698,
FUN_026727,
FUN_026851,
FUN_026870,
FUN_026921,IRE1
FUN_027031,
FUN_027063,
FUN_027100,
FUN_027110,
FUN_001199,
FUN_002212,
FUN_002789,
FUN_002976,
FUN_003171,
FUN_003399,
FUN_030658,
FUN_004151,
FUN_004310,
FUN_004472,
FUN_004638,
FUN_005027,
FUN_005173,
FUN_005249,
FUN_005573,RAB37
FUN_005774,
FUN_006273,
FUN_006849,
FUN_007564,
FUN_008531,
FUN_008585,
FUN_008689,
FUN_008940,
FUN_009025,
FUN_009221,
FUN_009348,
FUN_009545,
FUN_009618,
FUN_009663,
FUN_009701,
FUN_009947,
FUN_010375,
FUN_010506,
FUN_010612,
FUN_011174,
FUN_012201,IGFN1_1
FUN_012544,IGFN1_2
FUN_012719,IGFN1_3
FUN_012917,
FUN_013150,UBC6
FUN_013242,
FUN_013376,
FUN_013446,
FUN_013648,
FUN_013885,
FUN_014384,
FUN_014779,
FUN_014843,
FUN_015023,IK2_1
FUN_015339,
FUN_015490,
FUN_015589,
FUN_015610,
FUN_015631,
FUN_015966,
FUN_016051,
FUN_016164,IK2_2
FUN_016267,
FUN_016295,MOB4
FUN_016560,
FUN_016645,
FUN_016823,BUB3
FUN_016922,
FUN_016974,
FUN_017016,
FUN_017225,
FUN_030659,SF3B4
FUN_017797,
FUN_017859,
FUN_018012,SMC1_3
FUN_018078,VAMP-7
FUN_018129,
FUN_018187,
FUN_018319,
FUN_018535,
FUN_018615,
FUN_018717,PUF68
FUN_018881,
FUN_019090,
FUN_019185,
FUN_019855,
